6.474694237112999e-05,1552638.032988102,0.0,0.0,-2.584692995863443,5.61,1.78,1.75
4.77558933198452e-05,1552638.0330358578,0.0,0.0,-2.5847453557410023,6.1,1.77,1.74
1.6132835298776627e-06,1552638.0330374711,0.0,0.0,-2.5847453557410023,6.1,1.76,1.74
1.0938383638858795e-06,1552638.033038565,0.0,0.0,-2.584780262326042,6.1,1.72,1.73
5.375128239393234e-06,1552638.03304394,0.0,0.0,-2.5847628090335224,6.1,1.65,1.74
3.0461233109235764e-06,1552638.0330469862,0.0,0.0,-2.5847628090335224,6.1,1.63,1.74
1.762760803103447e-06,1552638.033048749,0.0,0.0,-2.584727902448482,6.15,1.66,1.7
9.057112038135529e-06,1552638.033057806,0.0,0.0,-2.584710449155962,6.15,1.68,1.67
1.776963472366333e-06,1552638.033059583,0.0,0.0,-2.584727902448482,6.15,1.69,1.67
2.5369226932525635e-06,1552638.03306212,0.0,0.0,-2.584815168911082,6.15,1.69,1.66
6.082933396100998e-06,1552638.033068203,0.0,0.0,-2.585007155128802,6.15,1.69,1.66
3.974884748458862e-06,1552638.0330721778,0.0,0.0,-2.58532131439416,6.15,1.69,1.66
5.555339157581329e-06,1552638.0330777331,0.0,0.0,-2.585687833537079,6.15,1.69,1.66
7.560942322015762e-06,1552638.033085294,0.0,0.0,-2.5860892592650377,6.15,1.69,1.66
2.2097956389188766e-06,1552638.0330875039,0.0,0.0,-2.5864732317004764,6.15,1.69,1.66
5.0871167331933975e-06,1552638.033092591,0.0,0.0,-2.5867873909658354,6.15,1.69,1.66
4.052883014082909e-06,1552638.0330966439,0.0,0.0,-2.5870142837685948,6.15,1.69,1.66
1.0644085705280304e-05,1552638.033107288,0.0,0.0,-2.5871190035237146,6.15,1.69,1.66
8.589122444391251e-07,1552638.0331081469,0.0,0.0,-2.5871015502311945,6.15,1.69,1.66
6.071990355849266e-06,1552638.0331142189,0.0,0.0,-2.5869619238910353,6.15,1.69,1.66
3.6440324038267136e-06,1552638.033117863,0.0,0.0,-2.5867001245032357,6.15,1.69,1.66
4.749977961182594e-06,1552638.0331226129,0.0,0.0,-2.586316152067797,6.15,1.69,1.66
6.454065442085266e-06,1552638.033129067,0.0,0.0,-2.585827459877239,6.15,1.69,1.66
2.3168977349996567e-06,1552638.0331313838,0.0,0.0,-2.585216594639041,6.15,1.69,1.66
5.249166861176491e-06,1552638.033136633,0.0,0.0,-2.584535916230763,6.15,1.69,1.66
8.34302045404911e-06,1552638.033144976,0.0,0.0,-2.5837679713598853,6.15,1.69,1.66
4.371162503957748e-06,1552638.0331493472,0.0,0.0,-2.582965119903968,6.15,1.69,1.66
2.6477500796318054e-06,1552638.033151995,0.0,0.0,-2.582179721740571,6.15,1.7,1.66
5.2889809012413025e-06,1552638.033157284,0.0,0.0,-2.581394323577173,6.15,1.7,1.66
4.293164238333702e-06,1552638.033161577,0.0,0.0,-2.5806612852913355,6.15,1.7,1.66
8.805887773633003e-06,1552638.033170383,0.0,0.0,-2.5799980601755776,6.15,1.7,1.66
6.731133908033371e-07,1552638.033171056,0.0,0.0,-2.5794046482298993,6.15,1.7,1.66
6.4659398049116135e-06,1552638.033177522,0.0,0.0,-2.5789159560393413,6.15,1.7,1.66
1.223594881594181e-05,1552638.033189758,0.0,0.0,-2.5781654644609837,6.15,1.7,1.66
1.6968697309494019e-06,1552638.0331914548,0.0,0.0,-2.5779211183657043,6.15,1.7,1.66
7.310183718800545e-06,1552638.033198765,0.0,0.0,-2.577816398610585,6.15,1.7,1.66
4.319008439779282e-06,1552638.033203084,0.0,0.0,-2.577851305195624,6.15,1.7,1.66
4.844972863793373e-06,1552638.033207929,0.0,0.0,-2.578078197998384,6.15,1.7,1.66
4.559056833386421e-06,1552638.033212488,0.0,0.0,-2.578462170433823,6.15,1.7,1.66
5.104811862111092e-06,1552638.0332175929,0.0,0.0,-2.5790032225019406,6.15,1.7,1.66
5.542067810893059e-06,1552638.033223135,0.0,0.0,-2.5797188074952584,6.15,1.7,1.66
4.079192876815796e-06,1552638.0332272141,0.0,0.0,-2.5805565655362157,6.15,1.7,1.66
4.953937605023384e-06,1552638.033232168,0.0,0.0,-2.581516496624813,6.15,1.7,1.66
1.3269949704408646e-05,1552638.033245438,0.0,0.0,-2.5837679713598853,6.15,1.7,1.66
2.292916178703308e-06,1552638.033247731,0.0,0.0,-2.5849897018362817,6.15,1.7,1.66
4.198169335722923e-06,1552638.033251929,0.0,0.0,-2.5862812454827573,6.15,1.7,1.66
5.665933713316917e-06,1552638.033257595,0.0,0.0,-2.5876076957142726,6.15,1.7,1.66
7.145805284380913e-06,1552638.0332647408,0.0,0.0,-2.588951599238309,6.15,1.7,1.66
3.0142255127429962e-06,1552638.033267755,0.0,0.0,-2.590347862639904,6.15,1.7,1.66
3.905035555362701e-06,1552638.03327166,0.0,0.0,-2.5917441260414997,6.15,1.7,1.66
7.123919203877449e-06,1552638.033278784,0.0,0.0,-2.593175296028135,6.15,1.7,1.66
4.044035449624062e-06,1552638.033282828,0.0,0.0,-2.59458901272225,6.15,1.7,1.66
4.829838871955872e-06,1552638.033287658,0.0,0.0,-2.5959852761238458,6.15,1.7,1.66
4.37907874584198e-06,1552638.033292037,0.0,0.0,-2.597381539525441,6.15,1.7,1.66
