fuck you,dt,vx,vy,yaw,dx,dy,"x,y"
"{""lidar0"":-1,""lidar1"":-1,""lidar2"":-1,""lidar3"":-1,""lidar4"":-1,""timestamp"":149910.949,""accelerometers"":{""x"":74.95557403564453,""y"":111.47149658203125,""z"":-989.64599609375},""gyroscopes"":{""x"":-1.4659804105758667,""y"":0.8334444761276245,""z"":8.663975715637207},""controlState"":""CTRL_HOVERING"",""flyState"":""FLYING_OK"",""frontBackDegrees"":4.078,""leftRightDegrees"":1.294,""clockwiseDegrees"":160.608,""xVelocity"":-5.501415729522705,""yVelocity"":-90.86327362060547,""zVelocity"":0,""command"":""ra"",""dataValid"":true,""num"":""-1""}"
"{""lidar0"":-1,""lidar1"":-1,""lidar2"":-1,""lidar3"":-1,""lidar4"":-1,""timestamp"":149915.496,""accelerometers"":{""x"":88.97137451171875,""y"":109.1029052734375,""z"":-981.6331176757812},""gyroscopes"":{""x"":-3.3238027095794678,""y"":4.106626033782959,""z"":8.339923858642578},""controlState"":""CTRL_HOVERING"",""flyState"":""FLYING_OK"",""frontBackDegrees"":4.088,""leftRightDegrees"":1.279,""clockwiseDegrees"":160.669,""xVelocity"":-2.8140249252319336,""yVelocity"":-83.79186248779297,""zVelocity"":0,""command"":""ra"",""dataValid"":true,""num"":""-1""}"
"{""lidar0"":-1,""lidar1"":-1,""lidar2"":-1,""lidar3"":-1,""lidar4"":-1,""timestamp"":149920.593,""accelerometers"":{""x"":91.37181854248047,""y"":108.75186920166016,""z"":-985.5260009765625},""gyroscopes"":{""x"":-5.818221569061279,""y"":2.5412440299987793,""z"":13.650546073913574},""controlState"":""CTRL_HOVERING"",""flyState"":""FLYING_OK"",""frontBackDegrees"":4.091,""leftRightDegrees"":1.253,""clockwiseDegrees"":160.756,""xVelocity"":-2.8326258659362793,""yVelocity"":-81.6605224609375,""zVelocity"":0,""command"":""ra"",""dataValid"":true,""num"":""-1""}"
"{""lidar0"":-1,""lidar1"":-1,""lidar2"":-1,""lidar3"":-1,""lidar4"":-1,""timestamp"":149925.415,""accelerometers"":{""x"":100.470703125,""y"":87.39177703857422,""z"":-986.1158447265625},""gyroscopes"":{""x"":-3.059390068054199,""y"":1.5186461210250854,""z"":8.654034614562988},""controlState"":""CTRL_HOVERING"",""flyState"":""FLYING_OK"",""frontBackDegrees"":4.09,""leftRightDegrees"":1.242,""clockwiseDegrees"":160.819,""xVelocity"":-2.5807790756225586,""yVelocity"":-80.29373931884766,""zVelocity"":0,""command"":""ra"",""dataValid"":true,""num"":""-1""}"
"{""lidar0"":-1,""lidar1"":-1,""lidar2"":-1,""lidar3"":-1,""lidar4"":-1,""timestamp"":149930.541,""accelerometers"":{""x"":87.59892272949219,""y"":91.59950256347656,""z"":-987.0606079101562},""gyroscopes"":{""x"":-2.970057964324951,""y"":2.6341021060943604,""z"":7.295175075531006},""controlState"":""CTRL_HOVERING"",""flyState"":""FLYING_OK"",""frontBackDegrees"":4.093,""leftRightDegrees"":1.231,""clockwiseDegrees"":160.874,""xVelocity"":-2.6398439407348633,""yVelocity"":-78.9725112915039,""zVelocity"":0,""command"":""ra"",""dataValid"":true,""num"":""-1""}"
"{""lidar0"":-1,""lidar1"":-1,""lidar2"":-1,""lidar3"":-1,""lidar4"":-1,""timestamp"":149935.485,""accelerometers"":{""x"":85.15071105957031,""y"":100.65081024169922,""z"":-992.035888671875},""gyroscopes"":{""x"":-4.959303379058838,""y"":1.8945261240005493,""z"":11.1610689163208},""controlState"":""CTRL_HOVERING"",""flyState"":""FLYING_OK"",""frontBackDegrees"":4.092,""leftRightDegrees"":1.21,""clockwiseDegrees"":160.949,""xVelocity"":-2.773380756378174,""yVelocity"":-77.56607818603516,""zVelocity"":0,""command"":""ra"",""dataValid"":true,""num"":""-1""}"
"{""lidar0"":-1,""lidar1"":-1,""lidar2"":-1,""lidar3"":-1,""lidar4"":-1,""timestamp"":149941.07,""accelerometers"":{""x"":99.97370147705078,""y"":112.70861053466797,""z"":-987.5338134765625},""gyroscopes"":{""x"":-3.3862216472625732,""y"":3.8086471557617188,""z"":8.472884178161621},""controlState"":""CTRL_HOVERING"",""flyState"":""FLYING_OK"",""frontBackDegrees"":4.103,""leftRightDegrees"":1.194,""clockwiseDegrees"":161.011,""xVelocity"":-9.211398124694824,""yVelocity"":-76.85472106933594,""zVelocity"":0,""command"":""ra"",""dataValid"":true,""num"":""-1""}"
"{""lidar0"":-1,""lidar1"":-1,""lidar2"":-1,""lidar3"":-1,""lidar4"":-1,""timestamp"":149945.556,""accelerometers"":{""x"":108.58133697509766,""y"":111.62813568115234,""z"":-990.3436889648438},""gyroscopes"":{""x"":-5.193760871887207,""y"":4.640352725982666,""z"":6.055191516876221},""controlState"":""CTRL_HOVERING"",""flyState"":""FLYING_OK"",""frontBackDegrees"":4.119,""leftRightDegrees"":1.168,""clockwiseDegrees"":161.06,""xVelocity"":-13.405494689941406,""yVelocity"":-76.65972900390625,""zVelocity"":0,""command"":""ra"",""dataValid"":true,""num"":""-1""}"
"{""lidar0"":-1,""lidar1"":-1,""lidar2"":-1,""lidar3"":-1,""lidar4"":-1,""timestamp"":149950.531,""accelerometers"":{""x"":121.05462646484375,""y"":87.37173461914062,""z"":-987.3499755859375},""gyroscopes"":{""x"":-3.6861190795898438,""y"":5.513355255126953,""z"":8.201674461364746},""controlState"":""CTRL_HOVERING"",""flyState"":""FLYING_OK"",""frontBackDegrees"":4.142,""leftRightDegrees"":1.155,""clockwiseDegrees"":161.12,""xVelocity"":-16.882902145385742,""yVelocity"":-77.09193420410156,""zVelocity"":0,""command"":""ra"",""dataValid"":true,""num"":""-1""}"
"{""lidar0"":-1,""lidar1"":-1,""lidar2"":-1,""lidar3"":-1,""lidar4"":-1,""timestamp"":149955.413,""accelerometers"":{""x"":114.82843780517578,""y"":97.83578491210938,""z"":-993.0387573242188},""gyroscopes"":{""x"":-1.848414421081543,""y"":3.5498998165130615,""z"":-0.38367220759391785},""controlState"":""CTRL_HOVERING"",""flyState"":""FLYING_OK"",""frontBackDegrees"":4.154,""leftRightDegrees"":1.146,""clockwiseDegrees"":161.137,""xVelocity"":-20.178909301757812,""yVelocity"":-80.12554931640625,""zVelocity"":0,""command"":""ra"",""dataValid"":true,""num"":""-1""}"
"{""lidar0"":-1,""lidar1"":-1,""lidar2"":-1,""lidar3"":-1,""lidar4"":-1,""timestamp"":149960.418,""accelerometers"":{""x"":118.4234390258789,""y"":94.92256164550781,""z"":-993.1050415039062},""gyroscopes"":{""x"":-3.0245933532714844,""y"":6.393599510192871,""z"":9.195292472839355},""controlState"":""CTRL_HOVERING"",""flyState"":""FLYING_OK"",""frontBackDegrees"":4.181,""leftRightDegrees"":1.135,""clockwiseDegrees"":161.202,""xVelocity"":-23.114805221557617,""yVelocity"":-82.90528869628906,""zVelocity"":0,""command"":""ra"",""dataValid"":true,""num"":""-1""}"
"{""lidar0"":-1,""lidar1"":-1,""lidar2"":-1,""lidar3"":-1,""lidar4"":-1,""timestamp"":149965.362,""accelerometers"":{""x"":127.83183288574219,""y"":112.54898834228516,""z"":-987.0156860351562},""gyroscopes"":{""x"":-4.138706684112549,""y"":3.8584558963775635,""z"":11.686857223510742},""controlState"":""CTRL_HOVERING"",""flyState"":""FLYING_OK"",""frontBackDegrees"":4.195,""leftRightDegrees"":1.116,""clockwiseDegrees"":161.279,""xVelocity"":-25.550926208496094,""yVelocity"":-84.97006225585938,""zVelocity"":0,""command"":""ra"",""dataValid"":true,""num"":""-1""}"
"{""lidar0"":-1,""lidar1"":-1,""lidar2"":-1,""lidar3"":-1,""lidar4"":-1,""timestamp"":149970.428,""accelerometers"":{""x"":136.6977996826172,""y"":112.04176330566406,""z"":-982.9801025390625},""gyroscopes"":{""x"":-2.9457054138183594,""y"":5.0604658126831055,""z"":6.700733184814453},""controlState"":""CTRL_HOVERING"",""flyState"":""FLYING_OK"",""frontBackDegrees"":4.218,""leftRightDegrees"":1.102,""clockwiseDegrees"":161.331,""xVelocity"":-29.472644805908203,""yVelocity"":-81.08869934082031,""zVelocity"":0,""command"":""ra"",""dataValid"":true,""num"":""-1""}"
"{""lidar0"":-1,""lidar1"":-1,""lidar2"":-1,""lidar3"":-1,""lidar4"":-1,""timestamp"":149975.585,""accelerometers"":{""x"":127.5625991821289,""y"":94.33895111083984,""z"":-969.379638671875},""gyroscopes"":{""x"":-5.9740753173828125,""y"":7.211735725402832,""z"":11.170607566833496},""controlState"":""CTRL_HOVERING"",""flyState"":""FLYING_OK"",""frontBackDegrees"":4.25,""leftRightDegrees"":1.077,""clockwiseDegrees"":161.406,""xVelocity"":-33.25726318359375,""yVelocity"":-78.0277099609375,""zVelocity"":0,""command"":""ra"",""dataValid"":true,""num"":""-1""}"
"{""lidar0"":-1,""lidar1"":-1,""lidar2"":-1,""lidar3"":-1,""lidar4"":-1,""timestamp"":149980.621,""accelerometers"":{""x"":110.00389862060547,""y"":100.9027099609375,""z"":-971.8493041992188},""gyroscopes"":{""x"":-4.733952045440674,""y"":2.298341989517212,""z"":0.6136788725852966},""controlState"":""CTRL_HOVERING"",""flyState"":""FLYING_OK"",""frontBackDegrees"":4.255,""leftRightDegrees"":1.054,""clockwiseDegrees"":161.427,""xVelocity"":-40.00626754760742,""yVelocity"":-74.43253326416016,""zVelocity"":0,""command"":""ra"",""dataValid"":true,""num"":""-1""}"
"{""lidar0"":-1,""lidar1"":-1,""lidar2"":-1,""lidar3"":-1,""lidar4"":-1,""timestamp"":149985.595,""accelerometers"":{""x"":97.92494201660156,""y"":89.92375183105469,""z"":-966.4160766601562},""gyroscopes"":{""x"":-5.4351043701171875,""y"":6.986710071563721,""z"":3.41133451461792},""controlState"":""CTRL_HOVERING"",""flyState"":""FLYING_OK"",""frontBackDegrees"":4.281,""leftRightDegrees"":1.03,""clockwiseDegrees"":161.463,""xVelocity"":-38.081581115722656,""yVelocity"":-68.00372314453125,""zVelocity"":0,""command"":""ra"",""dataValid"":true,""num"":""-1""}"
"{""lidar0"":-1,""lidar1"":-1,""lidar2"":-1,""lidar3"":-1,""lidar4"":-1,""timestamp"":149990.356,""accelerometers"":{""x"":85.44628143310547,""y"":92.77820587158203,""z"":-963.2007446289062},""gyroscopes"":{""x"":-9.007051467895508,""y"":1.8032917976379395,""z"":9.75048828125},""controlState"":""CTRL_HOVERING"",""flyState"":""FLYING_OK"",""frontBackDegrees"":4.279,""leftRightDegrees"":0.99,""clockwiseDegrees"":161.53,""xVelocity"":-36.688575744628906,""yVelocity"":-62.16286087036133,""zVelocity"":0,""command"":""ra"",""dataValid"":true,""num"":""-1""}"
"{""lidar0"":-1,""lidar1"":-1,""lidar2"":-1,""lidar3"":-1,""lidar4"":-1,""timestamp"":149995.33,""accelerometers"":{""x"":97.13513946533203,""y"":84.20053100585938,""z"":-964.0704956054688},""gyroscopes"":{""x"":-5.0552263259887695,""y"":2.460584878921509,""z"":5.136626720428467},""controlState"":""CTRL_HOVERING"",""flyState"":""FLYING_OK"",""frontBackDegrees"":4.283,""leftRightDegrees"":0.969,""clockwiseDegrees"":161.573,""xVelocity"":-35.10226058959961,""yVelocity"":-57.166934967041016,""zVelocity"":0,""command"":""ra"",""dataValid"":true,""num"":""-1""}"
"{""lidar0"":-1,""lidar1"":-1,""lidar2"":-1,""lidar3"":-1,""lidar4"":-1,""timestamp"":150000.396,""accelerometers"":{""x"":78.31695556640625,""y"":67.21519470214844,""z"":-954.7470092773438},""gyroscopes"":{""x"":-6.918542861938477,""y"":3.276845932006836,""z"":6.428659439086914},""controlState"":""CTRL_HOVERING"",""flyState"":""FLYING_OK"",""frontBackDegrees"":4.287,""leftRightDegrees"":0.943,""clockwiseDegrees"":161.624,""xVelocity"":-27.17945098876953,""yVelocity"":-49.17164611816406,""zVelocity"":0,""command"":""ra"",""dataValid"":true,""num"":""-1""}"
"{""lidar0"":-1,""lidar1"":-1,""lidar2"":-1,""lidar3"":-1,""lidar4"":-1,""timestamp"":150005.34,""accelerometers"":{""x"":75.95654296875,""y"":62.83729553222656,""z"":-963.8848266601562},""gyroscopes"":{""x"":-4.998208045959473,""y"":0.7422847151756287,""z"":3.221233367919922},""controlState"":""CTRL_HOVERING"",""flyState"":""FLYING_OK"",""frontBackDegrees"":4.279,""leftRightDegrees"":0.925,""clockwiseDegrees"":161.658,""xVelocity"":-20.083223342895508,""yVelocity"":-42.123260498046875,""zVelocity"":0,""command"":""ra"",""dataValid"":true,""num"":""-1""}"
"{""lidar0"":-1,""lidar1"":-1,""lidar2"":-1,""lidar3"":-1,""lidar4"":-1,""timestamp"":150010.62,""accelerometers"":{""x"":67.21536254882812,""y"":57.234291076660156,""z"":-958.638916015625},""gyroscopes"":{""x"":-4.0702691078186035,""y"":2.698853015899658,""z"":0.22674861550331116},""controlState"":""CTRL_HOVERING"",""flyState"":""FLYING_OK"",""frontBackDegrees"":4.279,""leftRightDegrees"":0.912,""clockwiseDegrees"":161.678,""xVelocity"":-13.885425567626953,""yVelocity"":-35.94518280029297,""zVelocity"":0,""command"":""ra"",""dataValid"":true,""num"":""-1""}"
"{""lidar0"":-1,""lidar1"":-1,""lidar2"":-1,""lidar3"":-1,""lidar4"":-1,""timestamp"":150015.35,""accelerometers"":{""x"":59.45238494873047,""y"":59.222076416015625,""z"":-962.8982543945312},""gyroscopes"":{""x"":-5.545852184295654,""y"":-0.8454123139381409,""z"":8.525897979736328},""controlState"":""CTRL_HOVERING"",""flyState"":""FLYING_OK"",""frontBackDegrees"":4.26,""leftRightDegrees"":0.895,""clockwiseDegrees"":161.738,""xVelocity"":-8.50809097290039,""yVelocity"":-30.346946716308594,""zVelocity"":0,""command"":""ra"",""dataValid"":true,""num"":""-1""}"
"{""lidar0"":-1,""lidar1"":-1,""lidar2"":-1,""lidar3"":-1,""lidar4"":-1,""timestamp"":150020.599,""accelerometers"":{""x"":72.96257781982422,""y"":65.40113067626953,""z"":-964.77783203125},""gyroscopes"":{""x"":-4.745725631713867,""y"":-1.9872578382492065,""z"":8.082782745361328},""controlState"":""CTRL_HOVERING"",""flyState"":""FLYING_OK"",""frontBackDegrees"":4.237,""leftRightDegrees"":0.88,""clockwiseDegrees"":161.796,""xVelocity"":-7.7744598388671875,""yVelocity"":-30.993139266967773,""zVelocity"":0,""command"":""ra"",""dataValid"":true,""num"":""-1""}"
"{""lidar0"":-1,""lidar1"":-1,""lidar2"":-1,""lidar3"":-1,""lidar4"":-1,""timestamp"":150025.421,""accelerometers"":{""x"":60.44718933105469,""y"":69.91788482666016,""z"":-967.2879028320312},""gyroscopes"":{""x"":-4.286565780639648,""y"":-4.235346794128418,""z"":4.222743988037109},""controlState"":""CTRL_HOVERING"",""flyState"":""FLYING_OK"",""frontBackDegrees"":4.201,""leftRightDegrees"":0.865,""clockwiseDegrees"":161.835,""xVelocity"":-7.093617916107178,""yVelocity"":-31.533584594726562,""zVelocity"":0,""command"":""ra"",""dataValid"":true,""num"":""-1""}"
"{""lidar0"":-1,""lidar1"":-1,""lidar2"":-1,""lidar3"":-1,""lidar4"":-1,""timestamp"":150030.273,""accelerometers"":{""x"":68.19104766845703,""y"":68.39737701416016,""z"":-979.3911743164062},""gyroscopes"":{""x"":-7.327577114105225,""y"":-3.1036148071289062,""z"":4.155316352844238},""controlState"":""CTRL_HOVERING"",""flyState"":""FLYING_OK"",""frontBackDegrees"":4.172,""leftRightDegrees"":0.836,""clockwiseDegrees"":161.873,""xVelocity"":-6.2490153312683105,""yVelocity"":-32.06470489501953,""zVelocity"":0,""command"":""ra"",""dataValid"":true,""num"":""-1""}"
"{""lidar0"":-1,""lidar1"":-1,""lidar2"":-1,""lidar3"":-1,""lidar4"":-1,""timestamp"":150035.247,""accelerometers"":{""x"":62.22957229614258,""y"":68.67259979248047,""z"":-979.4131469726562},""gyroscopes"":{""x"":-7.065787315368652,""y"":-4.27785587310791,""z"":0.8751009106636047},""controlState"":""CTRL_HOVERING"",""flyState"":""FLYING_OK"",""frontBackDegrees"":4.137,""leftRightDegrees"":0.806,""clockwiseDegrees"":161.894,""xVelocity"":-15.27453899383545,""yVelocity"":-39.03523635864258,""zVelocity"":0,""command"":""ra"",""dataValid"":true,""num"":""-1""}"
"{""lidar0"":-1,""lidar1"":-1,""lidar2"":-1,""lidar3"":-1,""lidar4"":-1,""timestamp"":150040.466,""accelerometers"":{""x"":62.58141326904297,""y"":65.00886535644531,""z"":-987.2299194335938},""gyroscopes"":{""x"":-7.223155498504639,""y"":-5.7464189529418945,""z"":0.764769434928894},""controlState"":""CTRL_HOVERING"",""flyState"":""FLYING_OK"",""frontBackDegrees"":4.094,""leftRightDegrees"":0.776,""clockwiseDegrees"":161.915,""xVelocity"":-23.33059310913086,""yVelocity"":-45.40152359008789,""zVelocity"":0,""command"":""ra"",""dataValid"":true,""num"":""-1""}"
"{""lidar0"":-1,""lidar1"":-1,""lidar2"":-1,""lidar3"":-1,""lidar4"":-1,""timestamp"":150045.227,""accelerometers"":{""x"":65.04309844970703,""y"":71.40483093261719,""z"":-981.0414428710938},""gyroscopes"":{""x"":-7.507428169250488,""y"":-4.224979400634766,""z"":5.089850425720215},""controlState"":""CTRL_HOVERING"",""flyState"":""FLYING_OK"",""frontBackDegrees"":4.06,""leftRightDegrees"":0.746,""clockwiseDegrees"":161.958,""xVelocity"":-30.476627349853516,""yVelocity"":-50.965816497802734,""zVelocity"":0,""command"":""ra"",""dataValid"":true,""num"":""-1""}"
"{""lidar0"":-1,""lidar1"":-1,""lidar2"":-1,""lidar3"":-1,""lidar4"":-1,""timestamp"":150050.323,""accelerometers"":{""x"":71.92852783203125,""y"":80.51766967773438,""z"":-988.4061889648438},""gyroscopes"":{""x"":-5.899051666259766,""y"":-8.639925956726074,""z"":-3.289829730987549},""controlState"":""CTRL_HOVERING"",""flyState"":""FLYING_OK"",""frontBackDegrees"":4.004,""leftRightDegrees"":0.718,""clockwiseDegrees"":161.958,""xVelocity"":-40.06742477416992,""yVelocity"":-56.497413635253906,""zVelocity"":0,""command"":""ra"",""dataValid"":true,""num"":""-1""}"
"{""lidar0"":-1,""lidar1"":-1,""lidar2"":-1,""lidar3"":-1,""lidar4"":-1,""timestamp"":150055.175,""accelerometers"":{""x"":86.17634582519531,""y"":76.91368865966797,""z"":-989.2054443359375},""gyroscopes"":{""x"":-6.295462131500244,""y"":-2.3286280632019043,""z"":-3.657569408416748},""controlState"":""CTRL_HOVERING"",""flyState"":""FLYING_OK"",""frontBackDegrees"":3.983,""leftRightDegrees"":0.69,""clockwiseDegrees"":161.956,""xVelocity"":-48.277191162109375,""yVelocity"":-61.572391510009766,""zVelocity"":0,""command"":""ra"",""dataValid"":true,""num"":""-1""}"
"{""lidar0"":-1,""lidar1"":-1,""lidar2"":-1,""lidar3"":-1,""lidar4"":-1,""timestamp"":150060.455,""accelerometers"":{""x"":94.0262451171875,""y"":75.67143249511719,""z"":-991.9369506835938},""gyroscopes"":{""x"":-6.309114933013916,""y"":-4.272939205169678,""z"":-1.762975811958313},""controlState"":""CTRL_HOVERING"",""flyState"":""FLYING_OK"",""frontBackDegrees"":3.954,""leftRightDegrees"":0.662,""clockwiseDegrees"":161.964,""xVelocity"":-55.75197219848633,""yVelocity"":-66.11766052246094,""zVelocity"":0,""command"":""ra"",""dataValid"":true,""num"":""-1""}"
"{""lidar0"":-1,""lidar1"":-1,""lidar2"":-1,""lidar3"":-1,""lidar4"":-1,""timestamp"":150065.399,""accelerometers"":{""x"":102.62579345703125,""y"":71.14795684814453,""z"":-995.8861083984375},""gyroscopes"":{""x"":-1.4483362436294556,""y"":-4.442862510681152,""z"":-4.933748722076416},""controlState"":""CTRL_HOVERING"",""flyState"":""FLYING_OK"",""frontBackDegrees"":3.925,""leftRightDegrees"":0.658,""clockwiseDegrees"":161.956,""xVelocity"":-54.82741165161133,""yVelocity"":-71.21770477294922,""zVelocity"":0,""command"":""ra"",""dataValid"":true,""num"":""-1""}"
"{""lidar0"":-1,""lidar1"":-1,""lidar2"":-1,""lidar3"":-1,""lidar4"":-1,""timestamp"":150070.159,""accelerometers"":{""x"":93.63567352294922,""y"":83.44036865234375,""z"":-984.6622314453125},""gyroscopes"":{""x"":-1.138191819190979,""y"":-0.46077898144721985,""z"":2.3913791179656982},""controlState"":""CTRL_HOVERING"",""flyState"":""FLYING_OK"",""frontBackDegrees"":3.914,""leftRightDegrees"":0.657,""clockwiseDegrees"":161.985,""xVelocity"":-54.22127151489258,""yVelocity"":-75.45928955078125,""zVelocity"":0,""command"":""ra"",""dataValid"":true,""num"":""-1""}"
"{""lidar0"":-1,""lidar1"":-1,""lidar2"":-1,""lidar3"":-1,""lidar4"":-1,""timestamp"":150075.469,""accelerometers"":{""x"":104.39473724365234,""y"":100.85537719726562,""z"":-993.2442016601562},""gyroscopes"":{""x"":-2.079779863357544,""y"":-6.307493686676025,""z"":1.796547293663025},""controlState"":""CTRL_HOVERING"",""flyState"":""FLYING_OK"",""frontBackDegrees"":3.876,""leftRightDegrees"":0.647,""clockwiseDegrees"":162.01,""xVelocity"":-53.39925765991211,""yVelocity"":-78.84335327148438,""zVelocity"":0,""command"":""ra"",""dataValid"":true,""num"":""-1""}"
"{""lidar0"":-1,""lidar1"":-1,""lidar2"":-1,""lidar3"":-1,""lidar4"":-1,""timestamp"":150080.291,""accelerometers"":{""x"":103.61141204833984,""y"":102.3446044921875,""z"":-983.63134765625},""gyroscopes"":{""x"":-1.3604183197021484,""y"":-1.1334861516952515,""z"":0.05349404364824295},""controlState"":""CTRL_HOVERING"",""flyState"":""FLYING_OK"",""frontBackDegrees"":3.864,""leftRightDegrees"":0.641,""clockwiseDegrees"":162.026,""xVelocity"":-52.62558364868164,""yVelocity"":-81.86106872558594,""zVelocity"":0,""command"":""ra"",""dataValid"":true,""num"":""-1""}"
"{""lidar0"":-1,""lidar1"":-1,""lidar2"":-1,""lidar3"":-1,""lidar4"":-1,""timestamp"":150085.174,""accelerometers"":{""x"":101.93355560302734,""y"":105.22081756591797,""z"":-989.7776489257812},""gyroscopes"":{""x"":-5.294519901275635,""y"":-5.556224346160889,""z"":3.0726308822631836},""controlState"":""CTRL_HOVERING"",""flyState"":""FLYING_OK"",""frontBackDegrees"":3.829,""leftRightDegrees"":0.615,""clockwiseDegrees"":162.058,""xVelocity"":-48.43291091918945,""yVelocity"":-98.38449096679688,""zVelocity"":0,""command"":""ra"",""dataValid"":true,""num"":""-1""}"
"{""lidar0"":-1,""lidar1"":-1,""lidar2"":-1,""lidar3"":-1,""lidar4"":-1,""timestamp"":150090.118,""accelerometers"":{""x"":88.03428649902344,""y"":95.89193725585938,""z"":-983.32275390625},""gyroscopes"":{""x"":-0.9520752429962158,""y"":-6.945807456970215,""z"":-2.487555742263794},""controlState"":""CTRL_HOVERING"",""flyState"":""FLYING_OK"",""frontBackDegrees"":3.786,""leftRightDegrees"":0.611,""clockwiseDegrees"":162.061,""xVelocity"":-44.93893051147461,""yVelocity"":-113.496826171875,""zVelocity"":0,""command"":""ra"",""dataValid"":true,""num"":""-1""}"
"{""lidar0"":-1,""lidar1"":-1,""lidar2"":-1,""lidar3"":-1,""lidar4"":-1,""timestamp"":150095.123,""accelerometers"":{""x"":61.32276153564453,""y"":124.3275375366211,""z"":-975.1166381835938},""gyroscopes"":{""x"":-1.9799083471298218,""y"":-5.348299980163574,""z"":-5.4486470222473145},""controlState"":""CTRL_HOVERING"",""flyState"":""FLYING_OK"",""frontBackDegrees"":3.746,""leftRightDegrees"":0.595,""clockwiseDegrees"":162.049,""xVelocity"":-42.380611419677734,""yVelocity"":-126.38067626953125,""zVelocity"":0,""command"":""ra"",""dataValid"":true,""num"":""-1""}"
"{""lidar0"":-1,""lidar1"":-1,""lidar2"":-1,""lidar3"":-1,""lidar4"":-1,""timestamp"":150100.402,""accelerometers"":{""x"":60.36024475097656,""y"":137.50157165527344,""z"":-977.1956176757812},""gyroscopes"":{""x"":-4.8422017097473145,""y"":-7.104053497314453,""z"":2.2052111625671387},""controlState"":""CTRL_HOVERING"",""flyState"":""FLYING_OK"",""frontBackDegrees"":3.697,""leftRightDegrees"":0.566,""clockwiseDegrees"":162.076,""xVelocity"":-40.19844436645508,""yVelocity"":-140.5390167236328,""zVelocity"":0,""command"":""ra"",""dataValid"":true,""num"":""-1""}"
"{""lidar0"":-1,""lidar1"":-1,""lidar2"":-1,""lidar3"":-1,""lidar4"":-1,""timestamp"":150105.407,""accelerometers"":{""x"":55.48771667480469,""y"":155.3346405029297,""z"":-965.6215209960938},""gyroscopes"":{""x"":-4.096972942352295,""y"":-3.7921273708343506,""z"":-1.311840295791626},""controlState"":""CTRL_HOVERING"",""flyState"":""FLYING_OK"",""frontBackDegrees"":3.665,""leftRightDegrees"":0.537,""clockwiseDegrees"":162.084,""xVelocity"":-37.55615997314453,""yVelocity"":-152.9652862548828,""zVelocity"":0,""command"":""ra"",""dataValid"":true,""num"":""-1""}"
"{""lidar0"":-1,""lidar1"":-1,""lidar2"":-1,""lidar3"":-1,""lidar4"":-1,""timestamp"":150110.229,""accelerometers"":{""x"":63.89484786987305,""y"":148.33470153808594,""z"":-971.3462524414062},""gyroscopes"":{""x"":-5.722150802612305,""y"":-5.668872356414795,""z"":4.879912853240967},""controlState"":""CTRL_HOVERING"",""flyState"":""FLYING_OK"",""frontBackDegrees"":3.624,""leftRightDegrees"":0.503,""clockwiseDegrees"":162.124,""xVelocity"":-35.02494812011719,""yVelocity"":-164.2953643798828,""zVelocity"":0,""command"":""ra"",""dataValid"":true,""num"":""-1""}"
"{""lidar0"":-1,""lidar1"":-1,""lidar2"":-1,""lidar3"":-1,""lidar4"":-1,""timestamp"":150115.173,""accelerometers"":{""x"":48.38542556762695,""y"":138.09751892089844,""z"":-958.7421875},""gyroscopes"":{""x"":-3.500739097595215,""y"":-2.390315055847168,""z"":0.3960365653038025},""controlState"":""CTRL_HOVERING"",""flyState"":""FLYING_OK"",""frontBackDegrees"":3.598,""leftRightDegrees"":0.48,""clockwiseDegrees"":162.141,""xVelocity"":-27.055875778198242,""yVelocity"":-170.11361694335938,""zVelocity"":0,""command"":""ra"",""dataValid"":true,""num"":""-1""}"
"{""lidar0"":-1,""lidar1"":-1,""lidar2"":-1,""lidar3"":-1,""lidar4"":-1,""timestamp"":150120.147,""accelerometers"":{""x"":37.269813537597656,""y"":161.19143676757812,""z"":-958.4780883789062},""gyroscopes"":{""x"":-4.304553985595703,""y"":-2.31343150138855,""z"":-3.571312665939331},""controlState"":""CTRL_HOVERING"",""flyState"":""FLYING_OK"",""frontBackDegrees"":3.57,""leftRightDegrees"":0.449,""clockwiseDegrees"":162.138,""xVelocity"":-20.07872772216797,""yVelocity"":-174.79672241210938,""zVelocity"":0,""command"":""ra"",""dataValid"":true,""num"":""-1""}"
"{""lidar0"":-1,""lidar1"":-1,""lidar2"":-1,""lidar3"":-1,""lidar4"":-1,""timestamp"":150125.061,""accelerometers"":{""x"":36.711326599121094,""y"":159.5591583251953,""z"":-953.8760986328125},""gyroscopes"":{""x"":-7.036442279815674,""y"":2.363577127456665,""z"":2.3912227153778076},""controlState"":""CTRL_HOVERING"",""flyState"":""FLYING_OK"",""frontBackDegrees"":3.566,""leftRightDegrees"":0.406,""clockwiseDegrees"":162.165,""xVelocity"":-13.872224807739258,""yVelocity"":-179.05068969726562,""zVelocity"":0,""command"":""ra"",""dataValid"":true,""num"":""-1""}"
