fuck you,dt,vx,vy,yaw,dx,dy,"x,y"
"{""lidar0"":-1,""lidar1"":-1,""lidar2"":-1,""lidar3"":-1,""lidar4"":-1,""timestamp"":126585.937,""accelerometers"":{""x"":113.85121154785156,""y"":14.888738632202148,""z"":-1026.2867431640625},""gyroscopes"":{""x"":2.0350842475891113,""y"":4.1428985595703125,""z"":2.742356777191162},""controlState"":""CTRL_TRANS_GOTOFIX"",""flyState"":""FLYING_OK"",""frontBackDegrees"":-2.467,""leftRightDegrees"":0.324,""clockwiseDegrees"":0.304,""xVelocity"":23.2121639251709,""yVelocity"":1.8617080450057983,""zVelocity"":0,""command"":""ra"",""dataValid"":true,""num"":""-1""}"
"{""lidar0"":-1,""lidar1"":-1,""lidar2"":-1,""lidar3"":-1,""lidar4"":-1,""timestamp"":126590.698,""accelerometers"":{""x"":100.72399139404297,""y"":18.681781768798828,""z"":-1025.01611328125},""gyroscopes"":{""x"":2.336902618408203,""y"":1.9867075681686401,""z"":3.504080057144165},""controlState"":""CTRL_TRANS_GOTOFIX"",""flyState"":""FLYING_OK"",""frontBackDegrees"":-2.448,""leftRightDegrees"":0.334,""clockwiseDegrees"":0.321,""xVelocity"":23.201496124267578,""yVelocity"":1.8923532962799072,""zVelocity"":0,""command"":""ra"",""dataValid"":true,""num"":""-1""}"
"{""lidar0"":-1,""lidar1"":-1,""lidar2"":-1,""lidar3"":-1,""lidar4"":-1,""timestamp"":126595.733,""accelerometers"":{""x"":106.29267120361328,""y"":27.551992416381836,""z"":-1021.1868286132812},""gyroscopes"":{""x"":2.8676319122314453,""y"":5.4578857421875,""z"":4.604619979858398},""controlState"":""CTRL_TRANS_GOTOFIX"",""flyState"":""FLYING_OK"",""frontBackDegrees"":-2.411,""leftRightDegrees"":0.345,""clockwiseDegrees"":0.345,""xVelocity"":23.295066833496094,""yVelocity"":2.144082546234131,""zVelocity"":0,""command"":""ra"",""dataValid"":true,""num"":""-1""}"
"{""lidar0"":-1,""lidar1"":-1,""lidar2"":-1,""lidar3"":-1,""lidar4"":-1,""timestamp"":126600.921,""accelerometers"":{""x"":96.04518127441406,""y"":20.808753967285156,""z"":-1025.98193359375},""gyroscopes"":{""x"":2.56333065032959,""y"":2.699270248413086,""z"":5.95362663269043},""controlState"":""CTRL_TRANS_GOTOFIX"",""flyState"":""FLYING_OK"",""frontBackDegrees"":-2.39,""leftRightDegrees"":0.356,""clockwiseDegrees"":0.375,""xVelocity"":23.109384536743164,""yVelocity"":2.211199998855591,""zVelocity"":0,""command"":""ra"",""dataValid"":true,""num"":""-1""}"
"{""lidar0"":-1,""lidar1"":-1,""lidar2"":-1,""lidar3"":-1,""lidar4"":-1,""timestamp"":126605.743,""accelerometers"":{""x"":101.67750549316406,""y"":29.761409759521484,""z"":-1023.6739501953125},""gyroscopes"":{""x"":2.8723225593566895,""y"":4.645810127258301,""z"":6.443861961364746},""controlState"":""CTRL_TRANS_GOTOFIX"",""flyState"":""FLYING_OK"",""frontBackDegrees"":-2.358,""leftRightDegrees"":0.366,""clockwiseDegrees"":0.407,""xVelocity"":23.05223274230957,""yVelocity"":2.4980993270874023,""zVelocity"":0,""command"":""ra"",""dataValid"":true,""num"":""-1""}"
"{""lidar0"":-1,""lidar1"":-1,""lidar2"":-1,""lidar3"":-1,""lidar4"":-1,""timestamp"":126610.748,""accelerometers"":{""x"":103.2426986694336,""y"":31.3971004486084,""z"":-1027.613525390625},""gyroscopes"":{""x"":1.7609670162200928,""y"":5.083328723907471,""z"":6.874554634094238},""controlState"":""CTRL_TRANS_GOTOFIX"",""flyState"":""FLYING_OK"",""frontBackDegrees"":-2.324,""leftRightDegrees"":0.371,""clockwiseDegrees"":0.442,""xVelocity"":23.008785247802734,""yVelocity"":2.797656297683716,""zVelocity"":0,""command"":""ra"",""dataValid"":true,""num"":""-1""}"
"{""lidar0"":-1,""lidar1"":-1,""lidar2"":-1,""lidar3"":-1,""lidar4"":-1,""timestamp"":126615.692,""accelerometers"":{""x"":107.18964385986328,""y"":26.90220069885254,""z"":-1025.5509033203125},""gyroscopes"":{""x"":3.1880240440368652,""y"":5.4802703857421875,""z"":6.294511318206787},""controlState"":""CTRL_TRANS_GOTOFIX"",""flyState"":""FLYING_OK"",""frontBackDegrees"":-2.288,""leftRightDegrees"":0.384,""clockwiseDegrees"":0.474,""xVelocity"":23.033260345458984,""yVelocity"":2.9678542613983154,""zVelocity"":0,""command"":""ra"",""dataValid"":true,""num"":""-1""}"
"{""lidar0"":-1,""lidar1"":-1,""lidar2"":-1,""lidar3"":-1,""lidar4"":-1,""timestamp"":126620.635,""accelerometers"":{""x"":108.71480560302734,""y"":32.427093505859375,""z"":-1026.363037109375},""gyroscopes"":{""x"":3.8035197257995605,""y"":7.226867198944092,""z"":6.492378234863281},""controlState"":""CTRL_TRANS_GOTOFIX"",""flyState"":""FLYING_OK"",""frontBackDegrees"":-2.242,""leftRightDegrees"":0.399,""clockwiseDegrees"":0.506,""xVelocity"":23.05156707763672,""yVelocity"":3.2670955657958984,""zVelocity"":0,""command"":""ra"",""dataValid"":true,""num"":""-1""}"
"{""lidar0"":-1,""lidar1"":-1,""lidar2"":-1,""lidar3"":-1,""lidar4"":-1,""timestamp"":126625.823,""accelerometers"":{""x"":92.28662872314453,""y"":23.032442092895508,""z"":-1026.190673828125},""gyroscopes"":{""x"":3.099745512008667,""y"":6.641292572021484,""z"":5.944880485534668},""controlState"":""CTRL_TRANS_GOTOFIX"",""flyState"":""FLYING_OK"",""frontBackDegrees"":-2.203,""leftRightDegrees"":0.411,""clockwiseDegrees"":0.536,""xVelocity"":22.630714416503906,""yVelocity"":3.31742262840271,""zVelocity"":0,""command"":""ra"",""dataValid"":true,""num"":""-1""}"
"{""lidar0"":-1,""lidar1"":-1,""lidar2"":-1,""lidar3"":-1,""lidar4"":-1,""timestamp"":126630.95,""accelerometers"":{""x"":93.18495178222656,""y"":25.229080200195312,""z"":-1022.8444213867188},""gyroscopes"":{""x"":4.081510543823242,""y"":6.784056186676025,""z"":7.485374927520752},""controlState"":""CTRL_TRANS_GOTOFIX"",""flyState"":""FLYING_OK"",""frontBackDegrees"":-2.162,""leftRightDegrees"":0.429,""clockwiseDegrees"":0.574,""xVelocity"":22.2402400970459,""yVelocity"":3.4279608726501465,""zVelocity"":0,""command"":""ra"",""dataValid"":true,""num"":""-1""}"
"{""lidar0"":-1,""lidar1"":-1,""lidar2"":-1,""lidar3"":-1,""lidar4"":-1,""timestamp"":126635.772,""accelerometers"":{""x"":83.20030212402344,""y"":17.090991973876953,""z"":-1028.7490234375},""gyroscopes"":{""x"":1.6086580753326416,""y"":7.059257984161377,""z"":5.736409664154053},""controlState"":""CTRL_TRANS_GOTOFIX"",""flyState"":""FLYING_OK"",""frontBackDegrees"":-2.122,""leftRightDegrees"":0.435,""clockwiseDegrees"":0.603,""xVelocity"":21.61051368713379,""yVelocity"":3.3371052742004395,""zVelocity"":0,""command"":""ra"",""dataValid"":true,""num"":""-1""}"
"{""lidar0"":-1,""lidar1"":-1,""lidar2"":-1,""lidar3"":-1,""lidar4"":-1,""timestamp"":126640.686,""accelerometers"":{""x"":79.71139526367188,""y"":14.687494277954102,""z"":-1027.8585205078125},""gyroscopes"":{""x"":2.315666675567627,""y"":3.4036598205566406,""z"":7.050975322723389},""controlState"":""CTRL_TRANS_GOTOFIX"",""flyState"":""FLYING_OK"",""frontBackDegrees"":-2.101,""leftRightDegrees"":0.445,""clockwiseDegrees"":0.639,""xVelocity"":20.9429931640625,""yVelocity"":3.204017162322998,""zVelocity"":0,""command"":""ra"",""dataValid"":true,""num"":""-1""}"
"{""lidar0"":-1,""lidar1"":-1,""lidar2"":-1,""lidar3"":-1,""lidar4"":-1,""timestamp"":126645.629,""accelerometers"":{""x"":80.91488647460938,""y"":17.23403549194336,""z"":-1035.93017578125},""gyroscopes"":{""x"":2.4914915561676025,""y"":2.8184330463409424,""z"":2.7432429790496826},""controlState"":""CTRL_TRANS_GOTOFIX"",""flyState"":""FLYING_OK"",""frontBackDegrees"":-2.083,""leftRightDegrees"":0.456,""clockwiseDegrees"":0.653,""xVelocity"":20.35688018798828,""yVelocity"":3.165168523788452,""zVelocity"":0,""command"":""ra"",""dataValid"":true,""num"":""-1""}"
"{""lidar0"":-1,""lidar1"":-1,""lidar2"":-1,""lidar3"":-1,""lidar4"":-1,""timestamp"":126650.604,""accelerometers"":{""x"":82.86060333251953,""y"":17.140172958374023,""z"":-1033.23779296875},""gyroscopes"":{""x"":2.8598334789276123,""y"":0.3677702248096466,""z"":3.8850629329681396},""controlState"":""CTRL_TRANS_GOTOFIX"",""flyState"":""FLYING_OK"",""frontBackDegrees"":-2.076,""leftRightDegrees"":0.469,""clockwiseDegrees"":0.672,""xVelocity"":19.8739070892334,""yVelocity"":3.137758731842041,""zVelocity"":0,""command"":""ra"",""dataValid"":true,""num"":""-1""}"
"{""lidar0"":-1,""lidar1"":-1,""lidar2"":-1,""lidar3"":-1,""lidar4"":-1,""timestamp"":126655.517,""accelerometers"":{""x"":77.95535278320312,""y"":20.302343368530273,""z"":-1031.646240234375},""gyroscopes"":{""x"":4.50764799118042,""y"":-1.1820262670516968,""z"":1.4751569032669067},""controlState"":""CTRL_TRANS_GOTOFIX"",""flyState"":""FLYING_OK"",""frontBackDegrees"":-2.078,""leftRightDegrees"":0.49,""clockwiseDegrees"":0.68,""xVelocity"":19.322303771972656,""yVelocity"":3.213186025619507,""zVelocity"":0,""command"":""ra"",""dataValid"":true,""num"":""-1""}"
"{""lidar0"":-1,""lidar1"":-1,""lidar2"":-1,""lidar3"":-1,""lidar4"":-1,""timestamp"":126660.614,""accelerometers"":{""x"":90.88726043701172,""y"":22.809619903564453,""z"":-1028.20166015625},""gyroscopes"":{""x"":6.048457145690918,""y"":2.300468921661377,""z"":1.2148038148880005},""controlState"":""CTRL_TRANS_GOTOFIX"",""flyState"":""FLYING_OK"",""frontBackDegrees"":-2.061,""leftRightDegrees"":0.519,""clockwiseDegrees"":0.686,""xVelocity"":19.128759384155273,""yVelocity"":3.367084503173828,""zVelocity"":0,""command"":""ra"",""dataValid"":true,""num"":""-1""}"
"{""lidar0"":-1,""lidar1"":-1,""lidar2"":-1,""lidar3"":-1,""lidar4"":-1,""timestamp"":126665.863,""accelerometers"":{""x"":86.3456039428711,""y"":24.70441436767578,""z"":-1029.92724609375},""gyroscopes"":{""x"":8.503837585449219,""y"":-0.5832076668739319,""z"":4.263808727264404},""controlState"":""CTRL_TRANS_GOTOFIX"",""flyState"":""FLYING_OK"",""frontBackDegrees"":-2.058,""leftRightDegrees"":0.558,""clockwiseDegrees"":0.707,""xVelocity"":18.84317398071289,""yVelocity"":3.5804948806762695,""zVelocity"":0,""command"":""ra"",""dataValid"":true,""num"":""-1""}"
"{""lidar0"":-1,""lidar1"":-1,""lidar2"":-1,""lidar3"":-1,""lidar4"":-1,""timestamp"":126670.715,""accelerometers"":{""x"":92.05513763427734,""y"":20.492088317871094,""z"":-1034.987548828125},""gyroscopes"":{""x"":10.339363098144531,""y"":1.3964951038360596,""z"":3.40915584564209},""controlState"":""CTRL_TRANS_GOTOFIX"",""flyState"":""FLYING_OK"",""frontBackDegrees"":-2.045,""leftRightDegrees"":0.608,""clockwiseDegrees"":0.724,""xVelocity"":18.715057373046875,""yVelocity"":3.712972640991211,""zVelocity"":0,""command"":""ra"",""dataValid"":true,""num"":""-1""}"
"{""lidar0"":-1,""lidar1"":-1,""lidar2"":-1,""lidar3"":-1,""lidar4"":-1,""timestamp"":126675.567,""accelerometers"":{""x"":98.03348541259766,""y"":19.00417709350586,""z"":-1048.1884765625},""gyroscopes"":{""x"":14.085960388183594,""y"":-1.3533790111541748,""z"":7.798820972442627},""controlState"":""CTRL_TRANS_GOTOFIX"",""flyState"":""FLYING_OK"",""frontBackDegrees"":-2.045,""leftRightDegrees"":0.676,""clockwiseDegrees"":0.763,""xVelocity"":18.747333526611328,""yVelocity"":3.846787691116333,""zVelocity"":0,""command"":""ra"",""dataValid"":true,""num"":""-1""}"
"{""lidar0"":-1,""lidar1"":-1,""lidar2"":-1,""lidar3"":-1,""lidar4"":-1,""timestamp"":126680.603,""accelerometers"":{""x"":91.5267333984375,""y"":19.764911651611328,""z"":-1050.8095703125},""gyroscopes"":{""x"":12.44124698638916,""y"":-2.0640902519226074,""z"":5.552638053894043},""controlState"":""CTRL_TRANS_GOTOFIX"",""flyState"":""FLYING_OK"",""frontBackDegrees"":-2.05,""leftRightDegrees"":0.735,""clockwiseDegrees"":0.791,""xVelocity"":18.619783401489258,""yVelocity"":4.040363311767578,""zVelocity"":0,""command"":""ra"",""dataValid"":true,""num"":""-1""}"
"{""lidar0"":-1,""lidar1"":-1,""lidar2"":-1,""lidar3"":-1,""lidar4"":-1,""timestamp"":126685.485,""accelerometers"":{""x"":104.98697662353516,""y"":25.246305465698242,""z"":-1052.864013671875},""gyroscopes"":{""x"":13.228344917297363,""y"":-0.768946647644043,""z"":7.574591159820557},""controlState"":""CTRL_TRANS_GOTOFIX"",""flyState"":""FLYING_OK"",""frontBackDegrees"":-2.046,""leftRightDegrees"":0.797,""clockwiseDegrees"":0.829,""xVelocity"":18.831016540527344,""yVelocity"":4.397993087768555,""zVelocity"":0,""command"":""ra"",""dataValid"":true,""num"":""-1""}"
"{""lidar0"":-1,""lidar1"":-1,""lidar2"":-1,""lidar3"":-1,""lidar4"":-1,""timestamp"":126690.49,""accelerometers"":{""x"":88.56472778320312,""y"":21.54408073425293,""z"":-1048.478515625},""gyroscopes"":{""x"":10.757122993469238,""y"":-2.0691959857940674,""z"":6.921946048736572},""controlState"":""CTRL_TRANS_GOTOFIX"",""flyState"":""FLYING_OK"",""frontBackDegrees"":-2.051,""leftRightDegrees"":0.847,""clockwiseDegrees"":0.864,""xVelocity"":18.622581481933594,""yVelocity"":4.672211170196533,""zVelocity"":0,""command"":""ra"",""dataValid"":true,""num"":""-1""}"
"{""lidar0"":-1,""lidar1"":-1,""lidar2"":-1,""lidar3"":-1,""lidar4"":-1,""timestamp"":126695.556,""accelerometers"":{""x"":97.73625946044922,""y"":41.016090393066406,""z"":-1044.5924072265625},""gyroscopes"":{""x"":10.550545692443848,""y"":1.0602864027023315,""z"":4.491682529449463},""controlState"":""CTRL_TRANS_GOTOFIX"",""flyState"":""FLYING_OK"",""frontBackDegrees"":-2.039,""leftRightDegrees"":0.893,""clockwiseDegrees"":0.887,""xVelocity"":18.648136138916016,""yVelocity"":5.437219142913818,""zVelocity"":0,""command"":""ra"",""dataValid"":true,""num"":""-1""}"
"{""lidar0"":-1,""lidar1"":-1,""lidar2"":-1,""lidar3"":-1,""lidar4"":-1,""timestamp"":126700.653,""accelerometers"":{""x"":93.30052947998047,""y"":42.61672592163086,""z"":-1053.897705078125},""gyroscopes"":{""x"":9.87391471862793,""y"":-1.0809482336044312,""z"":7.44577693939209},""controlState"":""CTRL_TRANS_GOTOFIX"",""flyState"":""FLYING_OK"",""frontBackDegrees"":-2.038,""leftRightDegrees"":0.935,""clockwiseDegrees"":0.924,""xVelocity"":18.563373565673828,""yVelocity"":6.192014694213867,""zVelocity"":0,""command"":""ra"",""dataValid"":true,""num"":""-1""}"
"{""lidar0"":-1,""lidar1"":-1,""lidar2"":-1,""lidar3"":-1,""lidar4"":-1,""timestamp"":126705.596,""accelerometers"":{""x"":95.52531433105469,""y"":44.75675582885742,""z"":-1057.7685546875},""gyroscopes"":{""x"":7.361476421356201,""y"":0.9781531095504761,""z"":4.261300563812256},""controlState"":""CTRL_TRANS_GOTOFIX"",""flyState"":""FLYING_OK"",""frontBackDegrees"":-2.027,""leftRightDegrees"":0.965,""clockwiseDegrees"":0.946,""xVelocity"":18.53015899658203,""yVelocity"":6.949726104736328,""zVelocity"":0,""command"":""ra"",""dataValid"":true,""num"":""-1""}"
"{""lidar0"":-1,""lidar1"":-1,""lidar2"":-1,""lidar3"":-1,""lidar4"":-1,""timestamp"":126710.723,""accelerometers"":{""x"":105.38414764404297,""y"":48.944580078125,""z"":-1069.0079345703125},""gyroscopes"":{""x"":8.178422927856445,""y"":0.9178863167762756,""z"":5.334104537963867},""controlState"":""CTRL_TRANS_GOTOFIX"",""flyState"":""FLYING_OK"",""frontBackDegrees"":-2.014,""leftRightDegrees"":0.997,""clockwiseDegrees"":0.973,""xVelocity"":18.73060417175293,""yVelocity"":7.755814075469971,""zVelocity"":0,""command"":""ra"",""dataValid"":true,""num"":""-1""}"
"{""lidar0"":-1,""lidar1"":-1,""lidar2"":-1,""lidar3"":-1,""lidar4"":-1,""timestamp"":126715.484,""accelerometers"":{""x"":89.45697784423828,""y"":41.052982330322266,""z"":-1064.364013671875},""gyroscopes"":{""x"":4.275591850280762,""y"":1.8703047037124634,""z"":2.625978946685791},""controlState"":""CTRL_TRANS_GOTOFIX"",""flyState"":""FLYING_OK"",""frontBackDegrees"":-1.999,""leftRightDegrees"":1.012,""clockwiseDegrees"":0.986,""xVelocity"":18.505765914916992,""yVelocity"":8.300402641296387,""zVelocity"":0,""command"":""ra"",""dataValid"":true,""num"":""-1""}"
"{""lidar0"":-1,""lidar1"":-1,""lidar2"":-1,""lidar3"":-1,""lidar4"":-1,""timestamp"":126720.428,""accelerometers"":{""x"":100.30121612548828,""y"":39.772274017333984,""z"":-1058.6883544921875},""gyroscopes"":{""x"":5.80568790435791,""y"":3.716369152069092,""z"":1.1722381114959717},""controlState"":""CTRL_TRANS_GOTOFIX"",""flyState"":""FLYING_OK"",""frontBackDegrees"":-1.973,""leftRightDegrees"":1.035,""clockwiseDegrees"":0.993,""xVelocity"":18.545438766479492,""yVelocity"":8.777959823608398,""zVelocity"":0,""command"":""ra"",""dataValid"":true,""num"":""-1""}"
"{""lidar0"":-1,""lidar1"":-1,""lidar2"":-1,""lidar3"":-1,""lidar4"":-1,""timestamp"":126725.463,""accelerometers"":{""x"":87.43246459960938,""y"":26.111726760864258,""z"":-1055.2176513671875},""gyroscopes"":{""x"":4.50443172454834,""y"":3.7094898223876953,""z"":1.2282251119613647},""controlState"":""CTRL_TRANS_GOTOFIX"",""flyState"":""FLYING_OK"",""frontBackDegrees"":-1.95,""leftRightDegrees"":1.054,""clockwiseDegrees"":0.999,""xVelocity"":18.245512008666992,""yVelocity"":8.886771202087402,""zVelocity"":0,""command"":""ra"",""dataValid"":true,""num"":""-1""}"
"{""lidar0"":-1,""lidar1"":-1,""lidar2"":-1,""lidar3"":-1,""lidar4"":-1,""timestamp"":126730.621,""accelerometers"":{""x"":92.8890609741211,""y"":24.79051971435547,""z"":-1050.09716796875},""gyroscopes"":{""x"":4.5448455810546875,""y"":4.935626983642578,""z"":0.05683058872818947},""controlState"":""CTRL_TRANS_GOTOFIX"",""flyState"":""FLYING_OK"",""frontBackDegrees"":-1.919,""leftRightDegrees"":1.073,""clockwiseDegrees"":1,""xVelocity"":18.082386016845703,""yVelocity"":8.969985961914062,""zVelocity"":0,""command"":""ra"",""dataValid"":true,""num"":""-1""}"
"{""lidar0"":-1,""lidar1"":-1,""lidar2"":-1,""lidar3"":-1,""lidar4"":-1,""timestamp"":126735.351,""accelerometers"":{""x"":94.36051177978516,""y"":20.18484115600586,""z"":-1050.4864501953125},""gyroscopes"":{""x"":5.616846084594727,""y"":4.780668258666992,""z"":2.8392233848571777},""controlState"":""CTRL_TRANS_GOTOFIX"",""flyState"":""FLYING_OK"",""frontBackDegrees"":-1.889,""leftRightDegrees"":1.097,""clockwiseDegrees"":1.015,""xVelocity"":17.9481143951416,""yVelocity"":8.948827743530273,""zVelocity"":0,""command"":""ra"",""dataValid"":true,""num"":""-1""}"
"{""lidar0"":-1,""lidar1"":-1,""lidar2"":-1,""lidar3"":-1,""lidar4"":-1,""timestamp"":126740.509,""accelerometers"":{""x"":82.4192123413086,""y"":17.664993286132812,""z"":-1045.46435546875},""gyroscopes"":{""x"":3.7318129539489746,""y"":5.9380059242248535,""z"":3.0885040760040283},""controlState"":""CTRL_TRANS_GOTOFIX"",""flyState"":""FLYING_OK"",""frontBackDegrees"":-1.856,""leftRightDegrees"":1.113,""clockwiseDegrees"":1.031,""xVelocity"":17.506908416748047,""yVelocity"":8.881271362304688,""zVelocity"":0,""command"":""ra"",""dataValid"":true,""num"":""-1""}"
"{""lidar0"":-1,""lidar1"":-1,""lidar2"":-1,""lidar3"":-1,""lidar4"":-1,""timestamp"":126745.605,""accelerometers"":{""x"":83.68180847167969,""y"":20.00395393371582,""z"":-1037.7525634765625},""gyroscopes"":{""x"":5.6552581787109375,""y"":5.1052422523498535,""z"":3.7682154178619385},""controlState"":""CTRL_TRANS_GOTOFIX"",""flyState"":""FLYING_OK"",""frontBackDegrees"":-1.826,""leftRightDegrees"":1.138,""clockwiseDegrees"":1.051,""xVelocity"":17.11772346496582,""yVelocity"":8.898584365844727,""zVelocity"":0,""command"":""ra"",""dataValid"":true,""num"":""-1""}"
"{""lidar0"":-1,""lidar1"":-1,""lidar2"":-1,""lidar3"":-1,""lidar4"":-1,""timestamp"":126750.701,""accelerometers"":{""x"":73.37477111816406,""y"":21.823810577392578,""z"":-1031.6519775390625},""gyroscopes"":{""x"":4.744470596313477,""y"":6.776825904846191,""z"":3.5838873386383057},""controlState"":""CTRL_TRANS_GOTOFIX"",""flyState"":""FLYING_OK"",""frontBackDegrees"":-1.79,""leftRightDegrees"":1.157,""clockwiseDegrees"":1.069,""xVelocity"":16.486276626586914,""yVelocity"":8.975957870483398,""zVelocity"":0,""command"":""ra"",""dataValid"":true,""num"":""-1""}"
"{""lidar0"":-1,""lidar1"":-1,""lidar2"":-1,""lidar3"":-1,""lidar4"":-1,""timestamp"":126755.493,""accelerometers"":{""x"":83.43053436279297,""y"":16.174652099609375,""z"":-1022.9957885742188},""gyroscopes"":{""x"":5.637242317199707,""y"":4.960472583770752,""z"":4.160999298095703},""controlState"":""CTRL_TRANS_GOTOFIX"",""flyState"":""FLYING_OK"",""frontBackDegrees"":-1.762,""leftRightDegrees"":1.183,""clockwiseDegrees"":1.091,""xVelocity"":16.142847061157227,""yVelocity"":8.928598403930664,""zVelocity"":0,""command"":""ra"",""dataValid"":true,""num"":""-1""}"
"{""lidar0"":-1,""lidar1"":-1,""lidar2"":-1,""lidar3"":-1,""lidar4"":-1,""timestamp"":126760.498,""accelerometers"":{""x"":81.87385559082031,""y"":19.73383331298828,""z"":-1020.089111328125},""gyroscopes"":{""x"":6.564915657043457,""y"":7.1513495445251465,""z"":1.6076951026916504},""controlState"":""CTRL_TRANS_GOTOFIX"",""flyState"":""FLYING_OK"",""frontBackDegrees"":-1.723,""leftRightDegrees"":1.212,""clockwiseDegrees"":1.1,""xVelocity"":15.76151180267334,""yVelocity"":9.002484321594238,""zVelocity"":0,""command"":""ra"",""dataValid"":true,""num"":""-1""}"
"{""lidar0"":-1,""lidar1"":-1,""lidar2"":-1,""lidar3"":-1,""lidar4"":-1,""timestamp"":126765.563,""accelerometers"":{""x"":83.84566497802734,""y"":28.374408721923828,""z"":-1019.5523071289062},""gyroscopes"":{""x"":4.4913506507873535,""y"":6.98530912399292,""z"":2.3400654792785645},""controlState"":""CTRL_TRANS_GOTOFIX"",""flyState"":""FLYING_OK"",""frontBackDegrees"":-1.684,""leftRightDegrees"":1.23,""clockwiseDegrees"":1.112,""xVelocity"":15.4357328414917,""yVelocity"":9.293947219848633,""zVelocity"":0,""command"":""ra"",""dataValid"":true,""num"":""-1""}"
"{""lidar0"":-1,""lidar1"":-1,""lidar2"":-1,""lidar3"":-1,""lidar4"":-1,""timestamp"":126770.355,""accelerometers"":{""x"":87.24137878417969,""y"":40.3207893371582,""z"":-1016.75048828125},""gyroscopes"":{""x"":3.936382293701172,""y"":6.520762920379639,""z"":-0.39172330498695374},""controlState"":""CTRL_TRANS_GOTOFIX"",""flyState"":""FLYING_OK"",""frontBackDegrees"":-1.647,""leftRightDegrees"":1.243,""clockwiseDegrees"":1.111,""xVelocity"":15.193020820617676,""yVelocity"":9.861433029174805,""zVelocity"":0,""command"":""ra"",""dataValid"":true,""num"":""-1""}"
"{""lidar0"":-1,""lidar1"":-1,""lidar2"":-1,""lidar3"":-1,""lidar4"":-1,""timestamp"":126775.36,""accelerometers"":{""x"":80.89337158203125,""y"":47.09199905395508,""z"":-1022.2205200195312},""gyroscopes"":{""x"":1.9082096815109253,""y"":5.7510480880737305,""z"":2.505436420440674},""controlState"":""CTRL_TRANS_GOTOFIX"",""flyState"":""FLYING_OK"",""frontBackDegrees"":-1.616,""leftRightDegrees"":1.244,""clockwiseDegrees"":1.125,""xVelocity"":14.795822143554688,""yVelocity"":10.531380653381348,""zVelocity"":0,""command"":""ra"",""dataValid"":true,""num"":""-1""}"
"{""lidar0"":-1,""lidar1"":-1,""lidar2"":-1,""lidar3"":-1,""lidar4"":-1,""timestamp"":126780.334,""accelerometers"":{""x"":88.00179290771484,""y"":45.39097595214844,""z"":-1020.59228515625},""gyroscopes"":{""x"":2.489957809448242,""y"":2.658345937728882,""z"":2.365718126296997},""controlState"":""CTRL_TRANS_GOTOFIX"",""flyState"":""FLYING_OK"",""frontBackDegrees"":-1.598,""leftRightDegrees"":1.249,""clockwiseDegrees"":1.137,""xVelocity"":14.599014282226562,""yVelocity"":11.09289836883545,""zVelocity"":0,""command"":""ra"",""dataValid"":true,""num"":""-1""}"
"{""lidar0"":-1,""lidar1"":-1,""lidar2"":-1,""lidar3"":-1,""lidar4"":-1,""timestamp"":126785.675,""accelerometers"":{""x"":84.08515167236328,""y"":48.641048431396484,""z"":-1023.2777709960938},""gyroscopes"":{""x"":2.670464515686035,""y"":3.2168221473693848,""z"":3.5779058933258057},""controlState"":""CTRL_TRANS_GOTOFIX"",""flyState"":""FLYING_OK"",""frontBackDegrees"":-1.579,""leftRightDegrees"":1.254,""clockwiseDegrees"":1.155,""xVelocity"":14.311699867248535,""yVelocity"":11.676334381103516,""zVelocity"":0,""command"":""ra"",""dataValid"":true,""num"":""-1""}"
"{""lidar0"":-1,""lidar1"":-1,""lidar2"":-1,""lidar3"":-1,""lidar4"":-1,""timestamp"":126790.618,""accelerometers"":{""x"":84.63322448730469,""y"":37.56220626831055,""z"":-1023.0164184570312},""gyroscopes"":{""x"":1.410383701324463,""y"":2.6237757205963135,""z"":6.453795433044434},""controlState"":""CTRL_TRANS_GOTOFIX"",""flyState"":""FLYING_OK"",""frontBackDegrees"":-1.563,""leftRightDegrees"":1.254,""clockwiseDegrees"":1.188,""xVelocity"":14.05716323852539,""yVelocity"":11.92319393157959,""zVelocity"":0,""command"":""ra"",""dataValid"":true,""num"":""-1""}"
"{""lidar0"":-1,""lidar1"":-1,""lidar2"":-1,""lidar3"":-1,""lidar4"":-1,""timestamp"":126795.471,""accelerometers"":{""x"":83.05489349365234,""y"":43.53951644897461,""z"":-1021.01220703125},""gyroscopes"":{""x"":0.9484846591949463,""y"":3.7928261756896973,""z"":2.545228958129883},""controlState"":""CTRL_TRANS_GOTOFIX"",""flyState"":""FLYING_OK"",""frontBackDegrees"":-1.541,""leftRightDegrees"":1.251,""clockwiseDegrees"":1.202,""xVelocity"":13.76789665222168,""yVelocity"":12.291397094726562,""zVelocity"":0,""command"":""ra"",""dataValid"":true,""num"":""-1""}"
