6.54E-05,1552622.986,0,0,2.943619957,1.65,4.84,2.86
1.14E-05,1552622.986,0,0,2.943619957,1.65,4.84,2.86
4.74E-06,1552622.986,0,0,2.943567597,1.65,4.84,2.86
5.38E-05,1552622.986,0,0,2.943567597,1.65,4.84,2.86
6.34E-05,1552622.986,0,0,2.943550143,1.65,4.84,2.86
6.49E-05,1552622.986,0,0,2.943567597,1.65,4.84,2.85
6.63E-05,1552622.987,0,0,2.943550143,1.65,4.84,2.86
6.37E-05,1552622.987,0,0,2.943515237,1.65,4.84,2.86
6.68E-05,1552622.987,0,0,2.943515237,1.65,4.84,2.86
6.31E-05,1552622.987,0,0,2.94348033,1.65,4.84,2.86
6.63E-05,1552622.987,0,0,2.943462877,1.65,4.84,2.86
6.58E-05,1552622.987,0,0,2.943462877,1.65,4.84,2.86
6.21E-05,1552622.987,0,0,2.943410517,1.65,4.84,2.85
6.60E-05,1552622.987,0,0,2.94337561,1.65,4.84,2.85
6.62E-05,1552622.987,0,0,2.943358157,1.65,4.84,2.86
6.31E-05,1552622.987,0,0,2.94337561,1.65,4.84,2.86
7.37E-05,1552622.987,0,0,2.943340704,1.65,4.84,2.86
5.84E-05,1552622.987,0,0,2.943305797,1.65,4.84,2.86
6.26E-05,1552622.987,0,0,2.943323251,1.65,4.84,2.85
6.43E-05,1552622.987,0,0,2.943323251,1.65,4.84,2.86
6.68E-05,1552622.987,0,0,2.943305797,1.65,4.85,2.86
6.38E-05,1552622.988,0,0,2.943288344,1.65,4.84,2.86
6.58E-05,1552622.988,0,0,2.943253437,1.65,4.84,2.86
6.36E-05,1552622.988,0,0,2.943288344,1.65,4.84,2.86
6.44E-05,1552622.988,0,0,2.943253437,1.65,4.84,2.86
6.60E-05,1552622.988,0,0,2.943253437,1.65,4.84,2.86
6.75E-05,1552622.988,0,0,2.943235984,1.65,4.84,2.86
6.17E-05,1552622.988,0,0,2.943235984,1.65,4.84,2.86
6.72E-05,1552622.988,0,0,2.943183624,1.65,4.84,2.86
6.45E-05,1552622.988,0,0,2.943201078,1.65,4.84,2.86
6.58E-05,1552622.988,0,0,2.943183624,1.65,4.85,2.86
6.18E-05,1552622.988,0,0,2.943166171,1.65,4.84,2.86
6.80E-05,1552622.988,0,0,2.943166171,1.65,4.84,2.86
6.21E-05,1552622.988,0,0,2.943183624,1.65,4.84,2.86
6.45E-05,1552622.988,0,0,2.943131264,1.65,4.84,2.86
6.46E-05,1552622.988,0,0,2.943113811,1.65,4.84,2.86
6.59E-05,1552622.989,0,0,2.943113811,1.65,4.84,2.86
6.42E-05,1552622.989,0,0,2.943096358,1.65,4.84,2.86
6.56E-05,1552622.989,0,0,2.943096358,1.65,4.84,2.85
6.48E-05,1552622.989,0,0,2.943078904,1.65,4.84,2.85
6.71E-05,1552622.989,0,0,2.943061451,1.65,4.84,2.86
6.24E-05,1552622.989,0,0,2.943009091,1.65,4.84,2.85
6.45E-05,1552622.989,0,0,2.942991638,1.65,4.84,2.86
6.47E-05,1552622.989,0,0,2.942921825,1.65,4.84,2.85
6.56E-05,1552622.989,0,0,2.942904372,1.65,4.84,2.86
6.45E-05,1552622.989,0,0,2.942921825,1.65,4.85,2.86
6.97E-05,1552622.989,0,0,2.942904372,1.65,4.85,2.86
6.14E-05,1552622.989,0,0,2.942904372,1.65,4.84,2.86
7.31E-05,1552622.989,0,0,2.942904372,1.65,4.84,2.86
5.56E-05,1552622.989,0,0,2.942886918,1.65,4.84,2.86
6.45E-05,1552622.989,0,0,2.942869465,1.65,4.84,2.86
6.55E-05,1552622.989,0,0,2.942869465,1.65,4.84,2.86
6.54E-05,1552622.99,0,0,2.942886918,1.65,4.84,2.86
6.44E-05,1552622.99,0,0,2.942904372,1.65,4.84,2.86
6.45E-05,1552622.99,0,0,2.942904372,1.65,4.85,2.86
6.49E-05,1552622.99,0,0,2.942869465,1.65,4.84,2.86
6.70E-05,1552622.99,0,0,2.942817105,1.65,4.84,2.86
6.28E-05,1552622.99,0,0,2.942799652,1.65,4.84,2.86
6.94E-05,1552622.99,0,0,2.942817105,1.65,4.84,2.86
6.12E-05,1552622.99,0,0,2.942782198,1.65,4.84,2.86
6.63E-05,1552622.99,0,0,2.942799652,1.65,4.84,2.86
6.44E-05,1552622.99,0,0,2.942817105,1.65,4.84,2.86
6.32E-05,1552622.99,0,0,2.942799652,1.65,4.84,2.86
6.51E-05,1552622.99,0,0,2.942799652,1.65,4.84,2.86
6.54E-05,1552622.99,0,0,2.942782198,1.65,4.84,2.86
6.53E-05,1552622.99,0,0,2.942782198,1.65,4.84,2.86
6.75E-05,1552622.99,0,0,2.942747292,1.65,4.84,2.86
6.16E-05,1552622.991,0,0,2.942747292,1.65,4.84,2.86
6.45E-05,1552622.991,0,0,2.942747292,1.65,4.85,2.86
6.59E-05,1552622.991,0,0,2.942729839,1.65,4.84,2.86
6.52E-05,1552622.991,0,0,2.942729839,1.65,4.84,2.86
6.41E-05,1552622.991,0,0,2.942729839,1.65,4.84,2.86
6.59E-05,1552622.991,0,0,2.942712385,1.65,4.84,2.86
6.35E-05,1552622.991,0,0,2.942729839,1.65,4.84,2.86
6.53E-05,1552622.991,0,0,2.942712385,1.65,4.84,2.86
6.62E-05,1552622.991,0,0,2.942712385,1.65,4.84,2.86
6.43E-05,1552622.991,0,0,2.942694932,1.65,4.84,2.86
6.43E-05,1552622.991,0,0,2.942694932,1.65,4.84,2.86
6.45E-05,1552622.991,0,0,2.942712385,1.65,4.84,2.86
6.51E-05,1552622.991,0,0,2.942660025,1.65,4.84,2.86
6.64E-05,1552622.991,0,0,2.942660025,1.65,4.85,2.86
6.33E-05,1552622.991,0,0,2.942677479,1.65,4.85,2.86
6.60E-05,1552622.991,0,0,2.942660025,1.65,4.85,2.86
6.44E-05,1552622.992,0,0,2.942625119,1.65,4.85,2.86
6.44E-05,1552622.992,0,0,2.942590212,1.65,4.85,2.86
6.50E-05,1552622.992,0,0,2.942590212,1.65,4.84,2.86
6.47E-05,1552622.992,0,0,2.942555306,1.65,4.84,2.86
6.50E-05,1552622.992,0,0,2.942502946,1.65,4.84,2.86
6.69E-05,1552622.992,0,0,2.942485493,1.65,4.84,2.86
6.35E-05,1552622.992,0,0,2.942450586,1.65,4.84,2.86
6.37E-05,1552622.992,0,0,2.942450586,1.65,4.84,2.86
6.53E-05,1552622.992,0,0,2.942468039,1.65,4.85,2.86
6.40E-05,1552622.992,0,0,2.942450586,1.65,4.85,2.86
6.59E-05,1552622.992,0,0,2.942433133,1.65,4.84,2.86
6.59E-05,1552622.992,0,0,2.942398226,1.65,4.84,2.86
6.40E-05,1552622.992,0,0,2.942363319,1.65,4.84,2.86
6.54E-05,1552622.992,0.002435804,-0.000341174,2.942328413,1.65,4.85,2.86
9.00E-05,1552622.992,0.002638729,-0.000270068,2.94231096,1.65,4.85,2.86
6.36E-05,1552622.993,0.002846966,-0.000239794,2.942328413,1.65,4.85,2.86
6.60E-05,1552622.993,0.002713745,-0.000225942,2.942293506,1.65,4.85,2.86
