timestamp,ctrlState,flyState,a_x,a_y,a_z,g_x,g_y,g_z,front_back_deg,left_right_deg,clockwise_deg
depth,1550026908.105861,187
depth,1550026908.115873,187
depth,1550026908.125913,187
depth,1550026908.135896,187
depth,1550026908.145905,187
depth,1550026908.155843,187
depth,1550026908.166131,187
depth,1550026908.175863,187
depth,1550026908.18584,187
depth,1550026908.195916,187
1646652.526,CTRL_LANDED,FLYING_OK,37.475433349609375,67.71305847167969,-968.8012084960938,-4.993713855743408,-1.9312522411346436,3.533226251602173,3.348,-1.805,69.094
depth,1550026908.205945,187
depth,1550026908.216181,187
depth,1550026908.225892,187
depth,1550026908.235852,187
depth,1550026908.245942,187
depth,1550026908.255872,186
depth,1550026908.266172,186
depth,1550026908.275869,186
depth,1550026908.285867,186
depth,1550026908.295876,187
1646752.258,CTRL_LANDED,FLYING_OK,47.96354293823242,58.163543701171875,-978.4334716796875,-7.430983066558838,2.652792453765869,5.186473369598389,3.293,-2.45,69.563
depth,1550026908.305923,187
depth,1550026908.315985,187
depth,1550026908.325971,187
depth,1550026908.335867,187
depth,1550026908.345945,187
depth,1550026908.355862,187
depth,1550026908.366459,187
depth,1550026908.375889,187
depth,1550026908.385875,187
depth,1550026908.395913,187
1646852.355,CTRL_LANDED,FLYING_OK,55.09648513793945,61.88374710083008,-966.00341796875,-3.8114089965820312,0.6641303300857544,2.9066483974456787,3.399,-2.909,69.969
depth,1550026908.40583,187
depth,1550026908.416251,187
depth,1550026908.426149,187
depth,1550026908.435851,187
depth,1550026908.445947,187
depth,1550026908.456155,187
depth,1550026908.466058,187
depth,1550026908.475835,187
depth,1550026908.485834,187
depth,1550026908.495939,187
1646951.934,CTRL_LANDED,FLYING_OK,62.331424713134766,65.7266845703125,-964.0117797851562,-1.7260935306549072,-0.13924077153205872,-0.10535780340433121,3.455,-3.385,70.117
depth,1550026908.505835,187
depth,1550026908.517629,187
depth,1550026908.525879,187
depth,1550026908.536132,187
depth,1550026908.545915,187
depth,1550026908.555906,187
depth,1550026908.565837,187
depth,1550026908.575904,187
depth,1550026908.586132,187
depth,1550026908.595923,187
1647051.849,CTRL_LANDED,FLYING_OK,87.80694580078125,63.711082458496094,-947.8369140625,-1.3835575580596924,-0.7838525772094727,-1.604888677597046,3.3,-3.498,70.03
depth,1550026908.605857,188
depth,1550026908.616284,187
depth,1550026908.625834,187
depth,1550026908.635872,187
depth,1550026908.645933,187
depth,1550026908.656034,187
depth,1550026908.665867,187
depth,1550026908.675864,187
depth,1550026908.685829,187
depth,1550026908.698333,187
1647151.428,CTRL_LANDED,FLYING_OK,151.14862060546875,43.3994140625,-957.5242309570312,-2.4809398651123047,-2.756460428237915,-2.108609199523926,3.456,-3.642,69.837
depth,1550026908.70587,187
depth,1550026908.716274,187
depth,1550026908.725898,187
depth,1550026908.735842,187
depth,1550026908.745923,187
depth,1550026908.755884,187
depth,1550026908.766429,186
depth,1550026908.775906,186
depth,1550026908.785863,186
depth,1550026908.795876,186
1647251.495,CTRL_LANDED,FLYING_OK,175.8500518798828,99.56880950927734,-926.0447998046875,-5.16990327835083,-0.5573369264602661,0.2924823760986328,3.239,-3.729,69.651
depth,1550026908.805838,186
depth,1550026908.816016,186
depth,1550026908.825854,186
depth,1550026908.835853,185
depth,1550026908.845973,185
depth,1550026908.85587,185
depth,1550026908.86623,185
depth,1550026908.875977,184
depth,1550026908.885858,184
depth,1550026908.896114,184
1647356.079,CTRL_LANDED,FLYING_OK,164.92095947265625,47.371734619140625,-977.3762817382812,5.941659450531006,-3.552525043487549,-6.918575286865234,3.467,-3.484,69.183
depth,1550026908.905836,184
depth,1550026908.916986,183
depth,1550026908.926399,183
depth,1550026908.936449,183
depth,1550026908.946492,182
depth,1550026908.956434,182
depth,1550026908.967231,182
depth,1550026908.976438,181
depth,1550026908.986414,181
depth,1550026908.996444,180
1647455.963,CTRL_LANDED,FLYING_OK,162.99156188964844,11.290643692016602,-974.220947265625,15.95568561553955,-10.045270919799805,-10.41811466217041,3.029,-1.997,68.208
depth,1550026909.006457,180
depth,1550026909.016902,179
depth,1550026909.026403,179
depth,1550026909.036461,178
depth,1550026909.046522,178
depth,1550026909.056866,177
depth,1550026909.066433,177
depth,1550026909.076418,176
depth,1550026909.086427,176
depth,1550026909.096446,175
1647555.664,CTRL_LANDED,FLYING_OK,162.9408721923828,47.3097038269043,-966.7633056640625,-7.626214504241943,-1.9027388095855713,-8.199901580810547,2.556,-1.69,67.226
depth,1550026909.106397,175
depth,1550026909.117481,174
depth,1550026909.125864,174
depth,1550026909.13642,173
depth,1550026909.145859,173
depth,1550026909.155874,172
depth,1550026909.165879,172
depth,1550026909.175861,171
depth,1550026909.186051,171
depth,1550026909.19584,170
1647655.609,CTRL_LANDED,FLYING_OK,116.55919647216797,50.2746467590332,-975.9760131835938,-12.70944881439209,0.8803254961967468,3.0177056789398193,2.579,-2.855,67.109
depth,1550026909.205874,169
depth,1550026909.216304,169
depth,1550026909.225842,168
depth,1550026909.235828,168
depth,1550026909.24585,167
depth,1550026909.25588,167
depth,1550026909.266457,166
depth,1550026909.275874,166
depth,1550026909.285815,165
depth,1550026909.295855,164
1647755.432,CTRL_LANDED,FLYING_OK,103.08111572265625,69.4200439453125,-978.886962890625,0.8932216167449951,8.879603385925293,-1.8946363925933838,3.329,-3.247,66.561
depth,1550026909.305847,164
depth,1550026909.316144,163
depth,1550026909.32586,163
depth,1550026909.335831,162
depth,1550026909.345895,161
depth,1550026909.356008,161
depth,1550026909.366303,160
depth,1550026909.375852,160
