timestamp,ctrlState,flyState,a_x,a_y,a_z,g_x,g_y,g_z,front_back_deg,left_right_deg,clockwise_deg
depth,1550027080.753866,192
depth,1550027080.763872,192
depth,1550027080.773861,192
depth,1550027080.783867,193
depth,1550027080.793856,193
depth,1550027080.803824,193
depth,1550027080.814383,193
depth,1550027080.823834,193
depth,1550027080.833839,194
depth,1550027080.843944,194
1819292.266,CTRL_LANDED,FLYING_OK,122.3912353515625,14.181535720825195,-967.4788208007812,-1.1589133739471436,-2.0971391201019287,3.0177807807922363,5.799,-0.557,-147.547
depth,1550027080.853839,194
depth,1550027080.863859,194
depth,1550027080.873853,194
depth,1550027080.884056,194
depth,1550027080.893836,194
depth,1550027080.903904,195
depth,1550027080.914405,195
depth,1550027080.923941,195
depth,1550027080.933852,195
depth,1550027080.943925,195
depth,1550027080.953869,196
1819392.059,CTRL_LANDED,FLYING_OK,117.33950805664062,19.344135284423828,-965.3868408203125,1.1846824884414673,-1.05483078956604,1.9965702295303345,5.678,-0.437,-147.309
depth,1550027080.964934,196
depth,1550027080.974443,196
depth,1550027080.9844,196
depth,1550027080.994485,196
depth,1550027081.004428,196
depth,1550027081.014803,196
depth,1550027081.024405,196
depth,1550027081.034415,196
depth,1550027081.044429,196
depth,1550027081.054391,196
1819496.795,CTRL_LANDED,FLYING_OK,123.95550537109375,24.725385665893555,-976.76708984375,-1.5257309675216675,0.877820611000061,0.9974765777587891,5.663,-0.512,-147.169
depth,1550027081.064522,196
depth,1550027081.074434,196
depth,1550027081.084407,196
depth,1550027081.094512,196
depth,1550027081.104575,196
depth,1550027081.11438,196
depth,1550027081.124411,196
depth,1550027081.134407,196
depth,1550027081.144658,196
1819596.984,CTRL_LANDED,FLYING_OK,124.91144561767578,17.0920352935791,-968.7617797851562,-0.8751043081283569,1.987926959991455,0.05644020065665245,5.892,-0.598,-147.102
depth,1550027081.154406,196
depth,1550027081.164515,196
depth,1550027081.174424,196
depth,1550027081.184413,196
depth,1550027081.195391,196
depth,1550027081.204483,196
depth,1550027081.214599,196
depth,1550027081.224385,196
depth,1550027081.234446,197
depth,1550027081.244397,197
depth,1550027081.254433,197
1819696.838,CTRL_LANDED,FLYING_OK,126.09864044189453,18.867948532104492,-952.0674438476562,-0.5452789664268494,1.7303568124771118,0.8525275588035583,6.034,-0.715,-146.998
depth,1550027081.264523,197
depth,1550027081.274412,197
depth,1550027081.284386,197
depth,1550027081.294421,197
depth,1550027081.304452,197
depth,1550027081.314618,197
depth,1550027081.3244,197
depth,1550027081.33446,197
depth,1550027081.344772,197
depth,1550027081.354506,197
1819796.691,CTRL_LANDED,FLYING_OK,123.8397216796875,2.6870810985565186,-965.0826416015625,-1.162321925163269,0.8066165447235107,-0.28829604387283325,6.131,-0.692,-146.94
depth,1550027081.364541,197
depth,1550027081.374397,197
depth,1550027081.384434,197
depth,1550027081.395008,197
depth,1550027081.404479,197
depth,1550027081.414523,197
depth,1550027081.424401,197
depth,1550027081.434456,197
depth,1550027081.444406,197
depth,1550027081.454476,197
1819896.331,CTRL_LANDED,FLYING_OK,118.21974182128906,-6.3286309242248535,-967.6105346679688,-3.1980865001678467,-2.0630033016204834,-3.3723256587982178,6.092,-0.845,-147.126
depth,1550027081.464529,197
depth,1550027081.474369,196
depth,1550027081.484416,196
depth,1550027081.495032,196
depth,1550027081.504509,196
depth,1550027081.514571,196
depth,1550027081.524403,195
depth,1550027081.534685,195
depth,1550027081.544411,195
depth,1550027081.554478,194
